,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 4: Transmission Wires Down 2015-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T-Line Area,kV,SAP Functional Location,LINE NO,T-LINE NAME,Fire Index Area (FIA),Location(s) of ET-Wire Down,High Fire Threat District (HFTD),YEAR,Date Out,Major Event Day,Red Flag Day,Failure during Red Flag Warning (RFW) Hours?,Auto Reclose Disabled,Duration (hr:min),Date In,Cause Category,Cause Details,Comments,Event Report,TOTL Reference Number,Customers Affected,Customers Experiencing Sustained Outage,Customer Outage Minutes,SAIFI Contribution,SAIDI Contribution,CAIDI,System Customer Count,Fault Type,Fault Location,Ignition
CENTRAL,115,ETL.1481,10061A,LOWER LAKE-HOMESTAKE,175,006/002-009/001,Tier 2 - Elevated,2015,07/29/2015 21:52,No,100; 112; 113; 115; 230,NO,No,147:33,08/05/2015 01:25,Disaster,Fire,"Relayed - 07/29/15, 2152 LowerLake-Homestake 115kV relayed, properly did not test; SUS Homestake rock quarry; weather clear; 07/30/15, 0525 report of multiple poles bet 6/2-9/1 damaged & limited access due to ""Rocky"" fire; A-B fault; 08/01/15, 1859 & 1908 EagleRock-Cortina & Cortina-Mendo#1 forced out for safety due to fire;  08/05/15, 0125 ER-LowerLakeTap & LowerLake-Homestake returned to service after replacing 31 poles & reframing 8 poles & repairing several sections of ET wire down damaged by fire; remaining sections of ER-Cortina & Cortina-Mendo#1 to remain de-energized pending approval from CalFire",NONE,FU-2015-037,1,0,0,0.0000,0.000,0,"5,446,629",NA,NA,No
CENTRAL,70,ETL.8960,70056,LOS BANOS-PACHECO,0,007/003,Non-HFTD,2015,08/01/2015 05:27,No,No,NO,No,16:50,08/01/2015 22:17,Disaster,Fire,"Relayed - 08/01/15, 0527 (aware time 0546) LB-Pacheco 70kV relayed, properly did not test; SUS Dinosaur Point International Wind Turbine (offline) & Pacheco PP; weather clear, GIS shows no lightning; EM RELAYS ON LB CB-22 NO FAULT LOCATION POSSIBLE; 0549 line manually tested NG; 1015 to 2217 line cleared to replace burnt down pole 007/003 (fire in area due to 3rd party vehicle) & repair ET wire down",11314,LB-2015-025,1,0,0,0.0000,0.000,0,"5,446,629",NA,NA,No
SOUTH,70,ETL.8990,70059,MERCED FALLS-EXCHEQUER,0; 400,013/002,Non-HFTD,2015,08/02/2015 08:08,No,100; 112; 113; 115; 130; 162; 165; 216; 230; 238; 241; 243; 245; 249; 255,NO,No,11:39,08/02/2015 19:47,Animal,Bird,"Relayed - 08/02/15, 0808 MercedFalls-Exchequer relayed, tested NG; MercedFalls #2-70/12kV xfmr de-energized; SUS MercedFalls PH (offline), MercedFalls (2,321, 1,072,946) & McSwain PH (offline); weather clear; 1254 line cleared to repair ET wire down at pole 13/2 due to avian contact; 1819 MercedFalls PH & Merced Falls restored; 1947 line returned to service restoring McSwain PH; eventID=11315",11315,LB-2015-027,"2,321","2,321","1,072,946",0.0004,0.197,462,"5,446,629",NA,NA,No
CENTRAL,115,ETL.3090,10237,NEWARK-NUMMI,0,003/036 & 004/037,Non-HFTD,2015,08/14/2015 06:39,No,216; 249; 250; 255; 262; 285; 290; 293; 350; 354; 385,NO,No,11:37,08/14/2015 18:16,External Contact,Foreign object,"Forced - 08/14/15, 0639 Newark-Nummi forced out after relaying, testing OK a few mins earlier due to 3rd party crane contact; ET wire down just outside Nummi; SUS Nummi & Western Digital; 1816 line energized restoring Western Digital & Nummi",11403,NE-2015-1028,2,0,0,0.0000,0.000,0,"5,446,629",NA,NA,No
SOUTH,115,ETL.1050,10011,BALCH-SANGER,0; 428; 430,003/023,Tier 2 - Elevated,2015,08/21/2015 16:58,No,No,NO,No,169:45,08/28/2015 18:43,Disaster,Fire,"Forced - 08/21/15, 1658 Balch-Sanger forced out due to 'Rough' fire in area; 08/22/15, 1847 Sanger-KingsRiverJct energized; 2127 Balch#1PH-KingsRiverJct cleared, ET wire down at twr 3/23; ETOR 08/24; 08/28/15, 1843 Balch-Sanger returned to service; eventID=11445",11445,FR-2015-077,25,25,"188,125",0.0000,0.035,"7,525","5,446,629",NA,NA,No
CENTRAL,115,ETL.1690,10085,GOLD HILL-BELLOTA-LOCKEFORD,0,"061/381 & 061/382, 058/361",Non-HFTD,2015,08/27/2015 08:16,No,No,NO,No,11:39,08/27/2015 19:55,External Contact,Foreign object,"Relayed - 08/27/15, 0816 GoldHill-Bellota-Lockeford relayed, tested NG; SUS Camanche PH (offline due to lack of H2O); PG&E phase evolving BG-ABC-BAG fault 24.5 mi from Bellota near structure 58/361 (accuracy=med); 1112 line cleared to repair ET wire down bet poles 61/381 & 61/382; 1955 line returned to service restoring Camanche PH; eventID=xxxx",11457,TE-2015-050,0,0,0,0.0000,0.000,0,"5,446,629",NA,NA,No
SOUTH,70,ETL.8830,70043,KEARNEY-CARUTHERS,0,030/008,Non-HFTD,2015,08/28/2015 03:14,No,No,NO,No,13:20,08/28/2015 16:34,External Contact,Car pole,"Relayed - 08/28/15, 0314 Kearney-Caruthers relayed, tested NG; Caruthers-Camden-Lemoore NAS de-energized; SUS Caruthers (2,993, 122,314); weather clear; 0348 Caruthers-Camden-Lemoore NAS energized from Camden; 0351 Caruthers restored; caused by carpole @ 30/8; 0632 Kearney-Caruthers cleared to repair 3 phases ET wire down while McMulline 1106 UB wire down also under repair; 1634 Kearney-Caruthers returned to service",11448,FR-2015-079,"2,993","2,993","122,314",0.0005,0.022,41,"5,446,629",NA,NA,No
CENTRAL,115,ETL.7500,10435,SAN MATEO-MARTIN #4,0,003/031 & 002/019,Non-HFTD,2015,08/28/2015 21:29,No,No,NO,No,25:35,08/29/2015 23:04,External Contact,Foreign object,"Relayed - 08/28/15, 2129 SM-Martin #4, #6 & SFAirport-SM relayed, properly did not test due to 3rd party excavator damage to twrs 03/31 & 02/19 & ET wire down; both directions of HWY 101 closed delaying crew arrivals; MOM Burlingame (7,746); weather clear; 2251 SM-Martin #3-115kV forced out for safety; no customer interruption; 08/29/15; 0049 SM-Martin #6 cleared; 0125 SFAirport-SM cleared; 0153 SM-Martin #4 cleared; 0227 SM-Martin #3 cleared; 0436 SM-Martin #6 (Martin-ShawRd) energized restoring ShawRd; 2304 SM-Martin #4 returned to service; 2309 SM-Martin #3 returned to service after crew replaced broken xarm on structure 2/19; ETOR 08/31/15; eventID=11443",11443,SA-2015-010,"7,746",0,0,0.0000,0.000,0,"5,446,629",NA,NA,No
SOUTH,70,ETL.8550,70113,CARUTHERS-LEMOORE NAS-CAMDEN,0,014/014 & 042/002,Non-HFTD,2015,08/31/2015 16:59,No,No,NO,No,9:20,09/01/2015 02:19,External Contact,Foreign object,"Relayed - 08/31/15, 1659 Caruthers-Lemoore NAS-Camden 70kV relayed, tested NG; no customer interruption; weather clear; B-C-G fault 4.75 mi from Caruthers near structure 14/014, +/- 1.0 mi; 1859 line cleared to repair ET wire down at pole 42/2 after contact on down guy by tractor; 09/01/15, 0219 line returned to service; eventID=11451",11451,FR-2015-080,0,0,0,0.0000,0.000,0,"5,446,629",NA,NA,No
CENTRAL,60,ETL.8350,60236,WEST POINT-VALLEY SPRINGS,320; 340; 345,"12/99, 10/114, 10/117, 10/120, 10/121, 10/124, 11/132, 11/136, 11/137, 11/138, 11/140, 12/147, 12/148, 12/154, 12/156, 13/161, 13/165, 13/166, 12/155, 12/153, 12/146, 10/127, 10/126, 10/127B, 10/119",Tier 2 - Elevated,2015,09/09/2015 17:43,No,No,NO,No,191:55,09/17/2015 17:38,Disaster,Fire,"Relayed - 09/09/15, 1743 WestPt-VS relayed, tested NG; SUS Electra, PineGrove & WestPt PH (offline); weather clear, Butte fire in area; B-C fault 12.2 mi from VS near structure 12/99; 09/11/15, 2008 WestPtPH-WestPtJct returned to service restoring WestPt; ETOR 09/24; 09/17/15, 1738 WP-VS returned to service paralleling WestPt island to system; 1749 D.O. given OK to energize PineGrove & Electra; fire damaged poles requiring replacement: 10/114, 10/117, 10/120, 10/121, 10/124, 11/132, 11/136, 11/137, 11/138, 11/140, 12/147, 12/148, 12/154, 12/156, 13/161, 13/165, 13/166; reframing required: 12/155, 12/153, 12/146; washing or re-insulate due to fire retardant: 10/127, 10/126, 10/127B, 10/119; ET wire down per superintendent; eventID=11580",11580,TE-2015-053,"14,255","14,255","118,581",0.0026,0.022,8,"5,446,629",NA,NA,No
NORTH,60,ETL.6810,60075,ESSEX JCT-ORICK,0,025/005-006,Non-HFTD,2015,09/10/2015 09:09,No,No,NO,No,12:57,09/10/2015 22:06,Tree,Tree failure,"Relayed - 09/10/15, 0909 EssexJct-Orick relayed, tested NG; SUS BigLagoon (143, 10,868) & Orick (298, 238,816); MOM Trinidad; weather clear; 1021 Trinidad-Big Lagoon manually tested OK, restoring Big Lagoon; 1231 Big Lagoon-Orick cleared to repair ET wire down at pole 25/10; 2206 line returned normal restoring transmission service to Orick; older tree from outside of ROW dominoed to another tree that fell thru line; eventID=11486",11486,HM-2015-0295,"1,979",441,"249,684",0.0001,0.046,566,"5,446,629",NA,NA,No
NORTH,115,ETL.1110,10018,BRIDGEVILLE-COTTONWOOD,0; 120; 130; 230; 238; 245; 246,060/436-437,Tier 2 - Elevated,2015,09/10/2015 16:11,No,No,NO,No,10:08,09/11/2015 02:19,Work Procedure Error,Not following procedures,"Relayed - 09/10/15, 1611 Bridgeville-Cottonwood relayed, tested NG; Bridgeville #1-115/60kV xfmr, 115kV bus, 60kV main & aux busses, Bridgeville-Garberville, Garberville-Laytonville, Bridgeville#2, Garberville#1 & Laytonville#1-60/12kV xfmrs de-energized; SUS LowGap (741, 210,072), ForestGlen, Wildwood (146, 19,856), Bridgeville (376, 10,904), Fruitland (1,125, 38,250), FtSeward (338, 11,154), Laytonville (1,699, 401,311), Kekawaka cogen (offline) & Garberville (3,506, 442,234); weather clear; PG&E contractor performing planned RoW clearance fell tree that dominoed into another tree that fell in line bet poles 60/436-437; 1637 Bridgeville 60kV main & aux busses energized, restoring Bridgeville#2-xfmr; 1642 Bridgeville-Garberville section to open FtSeward Jct 79 energized, restoring Fruitland & FtSeward; 1825 Cottonwood-ForestGlen energized restoring ForestGlen & Wildwood; 2021 ForestGlen-Bridgeville cleared for crews to repair ET wire down bet twrs 60/436-437; 09/11/15, 0220 ForestGlen-Bridgeville returned to service; eventID=11483  ",11483,RM-2015-062a,"7,930","7,930","1,133,371",0.0015,0.208,143,"5,446,629",NA,NA,No
CENTRAL,60,ETL.6980,60430,FORT ROSS-GUALALA,0; 140,041/006-007,Tier 2 - Elevated,2015,09/24/2015 04:30,No,No,NO,No,9:00,09/24/2015 13:30,Equipment Failure,Connector/ hardware,"Relayed - 09/24/15, 0430 FtRoss-Gualala relayed, tested NG; MOM Gualala (3,714); SUS Annapolis (230); light rain; B-A fault 12.37 mi from FtRoss near structure 041/007, +/- 1.0 mi; 0615 Annapolis restored; 0815 Annapolis-FtRoss cleared to repair downed conductor bet poles 41/6-7; preliminary cause is failure of crimped sleeve; 1330 Annapolis-FtRoss restored returning FtRoss-Gualala normal",NONE,FU-2015-057,"3,944",230,"22,680",0.0000,0.004,99,"5,446,629",NA,NA,YES
SOUTH,70,ETL.9010,70061,MERCED-MERCED FALLS,0,019/007,Non-HFTD,2015,10/01/2015 13:37,No,No,NO,No,12:55,10/02/2015 02:32,Contamination,Environmental,"Relayed - 10/01/15, 1337 Merced-MercedFalls relayed, did not test (had relayed 2x earlier in day); no customer interruption; rain, line to remain de-energized until problem found; 1553 line cleared to repair ET wire down @ pole 19/7 due to pole fire; 10/02/15, 0232 line returned to service after crew repaired wire down & replaced pole 19/7 - conductor fell down on distribution underbuild & caused fire on pole 19/7;  Fire Dept called to put out fire; eventID=11556",11556,LB-2015-040,0,0,0,0.0000,0.000,0,"5,446,629",NA,NA,YES
CENTRAL,115,ETL.3120,10240,NEWARK-TRIMBLE,0,005/037,Non-HFTD,2015,10/10/2015 07:55,No,216; 249; 255,NO,No,3:32,10/10/2015 11:27,Equipment Failure,Switch-line,"Relayed - 10/10/15, 0755 Newark-Trimble relayed, tested NG; weather cloudy, no customer interruption; A-C-G fault 5.5 mi from Newark near structure 5/37, +/- 0.5 mi; found Zanker #1 tap SW-315 (PG&E switch), w/ pieces of conductor & insulator on ground; 1117 to 2133 Zanker #1 Tap cleared to repair Zanker SW-315; 1127 Newark-Trimble restored to service; 2100 Newark-Trimble de-energized for switching.  2133 Newark-Trimble returned to service restoring Zanker #1 tap",11575,ME-2015-018,0,0,0,0.0000,0.000,0,"5,446,629",NA,NA,No
SOUTH,230,ETL.5100,20081,METCALF-MOSS LANDING #1,0; 505; 553; 558,061-267,Non-HFTD,2015,10/18/2015 07:00,No,No,NO,No,131:24,10/23/2015 18:24,Equipment Failure,Structure-line,"Relayed - 10/18/15, 0700 Metcalf-ML#1&#2 relayed, did not test; ML-DelMonte#1&#2 relayed, tested NG; DM-Monterey, DM-FtOrd #1&#2, DM-Viejo, Viejo-Monterey, DM 115kV, 60kV main, aux buses, #4, #5-115/60kV xfmrs & #1&#2-115/21kV xfmrs de-energized; SUS NavySchool, DelMonte, Viejo, Hatton, Castroville & Monterey; MOM FtOrd; caused by twr (#61-267-40804953) collapse at MLPP on ML-Metcalf#1&#2; weather clear; 0913 DM-FtOrd#1&#2 returned to service restoring DM 60kV main/aux busses; 1021 DM-Monterey returned to service restoring Monterey & NavySchool; 1028 Viejo-Monterey & DM-Viejo returned to service restoring Viejo & Hatton; 1028 Metcalf-ML#1 cleared; 1210 Metcalf-ML#2 cleared; 1314 ML-DM#1&#2 cleared; 2206 ML-DM#1 manually tested OK; 2207 line returned to service; 2213 ML-DM#2 manually tested OK; 2218 line returned to service; 2321 Castroville restored; 2329 DelMonte restored",11614,ML-2015-031a,"66,007","55,636","36,053,905",0.0102,6.619,648,"5,446,629",NA,NA,No
SOUTH,115,ETL.3250,10257,PANOCHE-SCHINDLER #1,0,001/009,Non-HFTD,2015,10/22/2015 21:56,No,No,NO,No,17:59,10/23/2015 15:55,Equipment Failure,Conductor,"Relayed - 10/22/15, 2156  Panoche-Schindler#2 relayed, tested OK & Panoche-Schindler#1 relayed, tested NG; SUS Cantua (485), Kamm, Westlands 16RA & Westlands 18RA; MOM Cheney & Schindler #3-115/12kV xfmr; weather clear; 0044 Kamm-Schindler energized restoring Westlands 16RA, Westlands 18RA, Kamm & Cantua; 10/23/15, 0119 to 1555 Panoche-Schindler#1 (Panoche-Kamm) cleared to repair ET wire down (center phase) at twr 1/9; all relay actions were correct as #1 ckt contacted #2 ckt when falling; eventID=11612",11612,FR-2015-097b,483,483,"83,178",0.0001,0.015,172,"5,446,629",NA,NA,No
CENTRAL,60,ETL.8070,60427,SUTTER HOME SW STA-STAGG,0,000/014,Non-HFTD,2015,10/23/2015 07:01,No,No,NO,No,5:26,10/23/2015 12:27,Equipment Failure,Connector/ hardware,"Forced - 10/23/15, 0701 SutterHomeSS-Stagg forced out due to ET wire down (broken armor rod) on underbuild 21kV (Eight Mile 2101) at Terminous tap, pole 000/014; SUS Terminous (525, 95,467); 0757 Terminous Tap cleared; 0802 line returned to service; 1227 Terminous Tap returned to service restoring Terminous; evntID=11615",11615,TE-2015-1527,525,525,"95,467",0.0001,0.018,182,"5,446,629",NA,NA,No
SOUTH,70,ETL.8990,70059,MERCED FALLS-EXCHEQUER,0; 400,013/001-002,Non-HFTD,2015,10/26/2015 07:08,No,No,NO,No,10:40,10/26/2015 17:48,Contamination,Animal waste,"Relayed - 10/26/15, 0708 MercedFalls-Exchequer relayed, tested NG; McSwain PH separated; weather clear; found 2 phases of ET wire down bet poles 13/1-2; 1748 line returned to service normal after crew replaced 6 strings of NG insulators & half a span of 1/0 Cu conductor bet poles 13/1-2; bird streamer contaminated string of bells at 13/2; eventID=11616",11616,LB-2015-043,0,0,0,0.0000,0.000,0,"5,446,629",NA,NA,No
NORTH,60,ETL.6740,60067,DIXON-VACA #2,0,017/358 & 017/359,Non-HFTD,2015,10/31/2015 14:02,No,No,NO,No,4:31,10/31/2015 18:33,Equipment Failure,Insulator-line,"Forced -- 10/31/15, 1402 to 1833 Dixon-Vaca#2 forced out to repair ET wire down (insulator failed at CENTER PHASE BET 17/358 & 17/359); no customer interruption",NONE,VD-2015-090,0,0,0,0.0000,0.000,0,"5,446,629",NA,NA,No
NORTH,115,ETL.1190,10026,BUTTE-SYCAMORE CREEK,0,014/293 thru 014/298,Non-HFTD,2015,11/02/2015 16:26,No,No,NO,No,19:13,11/03/2015 11:39,Equipment Failure,Structure-line,"Relayed - 11/02/15, 1626 Butte-SycamoreCreek relayed, tested NG; SUS Nord (7,585, 964,264); limited SCADA visibility in area; C-G fault 3 mi from SC near structure 14/294, +/- 1.0 mi; 1802 Butte-Nord returned to service restoring Nord; replaced poles 14/293 thru 14/298, + 2 distribution poles broken 15-20' above grd due to ""micro burst"" of wind, rain, lightning; 11/03/15, 1139 line returned to service; eventID=11657",11657,TM-2015-076,"7,585","7,585","964,264",0.0014,0.177,127,"5,446,629",NA,NA,No
CENTRAL,60,ETL.7250,60120,KASSON-LOUISE,0,020/146-147,Non-HFTD,2015,11/18/2015 22:18,No,No,NO,No,21:55,11/19/2015 20:13,External Contact,Vandalism,"Relayed - 11/18/15, 2218 Kasson-Louise relayed, tested NG; Louise #2-60/12kV xfmr de-energized; MOM Louise (Libby Owens Ford); SUS Calvo; weather clear, no fault locating relays installed at Kasson or Louise; 11/19/15, 0104 Kasson-Calvo tested OK, restoring Calvo; 0134 Louise #2-60/12kV xfmr energized, all customers restored; 1001 to 2013 Mossdale-LathropJct cleared to repair 3 downed conductors bet poles 20/146-147 due to gunshot conductor - top phase failed first & then dropped across bottom two phases which also subsequently came down; eventID=????",NONE,TE-2015-063,2,0,0,0.0000,0.000,0,"5,446,629",NA,NA,No
CENTRAL,115,ETL.1690,10085,GOLD HILL-BELLOTA-LOCKEFORD,0,"059/367, 042/256-257",Non-HFTD,2015,11/22/2015 06:45,No,448; 586; 588; 651; 652; 666,NO,No,14:08,11/22/2015 20:53,Equipment Failure,Conductor,"Relayed - 11/22/15, 0645 GH-Bellota-Lockeford relayed, tested NG; SUS CamanchePH (offline); weather clear; C-G, evolved to A-C-G fault 5.61 mi from Camanche Tap near structure 59/367 (fault location based on abnormal switching during fault); 1002 patrol found 2 spans of ET wire down bet twrs 42/256-257; 1227 to 2053 line cleared to replace downed B & C phases",11737,TE-2015-065,0,0,0,0.0000,0.000,0,"5,446,629",NA,NA,No
CENTRAL,60,ETL.8070,60427,SUTTER HOME SW STA-STAGG,0,"006/123, 006/126-127",Non-HFTD,2015,11/28/2015 20:45,No,No,NO,No,6:25,11/29/2015 03:10,Equipment Failure,Conductor,"Relayed - 11/28/15, 2045 SutterHome-Stagg relayed, tested NG; MOM SutterHome Winery; SUS Terminous (525, 48,300) & Constellation; weather clear; 2220 SutterHomeSwSta-TerminousJct energized restoring Terminous & Constellation; B-G fault 6.3 mi from Stagg twd SutterHomeSwSta near pole 6/123; found one span ET wire down bet poles 6/126-127; 11/29/15, 0310 line returned normal",11719,TE-2015-067,525,525,"48,300",0.0001,0.009,92,"5,446,629",NA,NA,No
SOUTH,230,ETL.5310,20240,MORRO BAY-SOLAR SW STA #2,0; 508; 582; 590,043/187-188,Non-HFTD,2015,12/08/2015 10:23,No,No,NO,No,18:52,12/09/2015 05:15,Equipment Failure,Conductor,"Relayed, tested NG; weather windy, cloudy; ET wire down B phase bet twrs 43/187-188- conductor parted about 4"" outside splice, fell across 12kV under build causing SUS to 80 customers",11733,DW-2015-029,80,80,"70,184",0.0000,0.013,877,"5,446,629",NA,NA,No
NORTH,115,ETL.3190,10391,CARIBOU-PALERMO,0; 248; 280; 285,000/004-005,Tier 2 - Elevated,2015,12/10/2015 06:01,No,No,NO,No,5:32,12/10/2015 11:33,Tree,Tree failure,"Relayed, tested NG; Grizzly PH separated; wind, rain; SierraPacific, Caribou#1, #3, HoneyLake, CollinsPine cogen, HamiltonBranch PP & ButtValley PH islanded; Grizzly Tap cleared to repair ET wire down bet poles 0/4-5 due to tree contact",11744,TM-2015-085,0,0,0,0.0000,0.000,0,"5,446,629",NA,NA,No
CENTRAL,60,ETL.7470,60142,MANTECA-LOUISE,0,B03/068,Non-HFTD,2015,12/13/2015 02:25,YES,No,NO,No,14:43,12/13/2015 17:08,External Contact,Car pole,"Relayed, tested NG; on the trouble Weber #1 de-energized; SUS FrenchCamp, JM Manufacturing & Gronemeyer; weather cloudy; 0548 to 1708 Manteca-Louise cleared to replace damaged pole B3/68 & ET wire down due to carpole; eventID=11746",11746,TE-2015-068a,"4,323","4,323","581,699",0.0008,0.107,135,"5,446,629",NA,NA,No
SOUTH,70,ETL.8550,70113,CARUTHERS-LEMOORE NAS-CAMDEN,0,050/012,Non-HFTD,2015,12/13/2015 03:54,YES,No,NO,No,10:36,12/13/2015 14:30,Equipment Failure,Conductor,"Henrietta-LemooreNAS relayed, tested NG; Caruthers-Camden-LemooreNAS de-energized; 0757 Lemoore-NAS Jct cleared to repair ET wire down at pole 50/12; eventID=11743",11743,FR-2015-108a,0,0,0,0.0000,0.000,0,"5,446,629",NA,NA,No
NORTH,60,ETL.6310,60019,CASCADE-BENTON-DESCHUTES,246,003/077-079,Tier 2 - Elevated,2015,12/13/2015 04:48,YES,No,NO,No,16:44,12/13/2015 21:32,Tree,Tree failure,"Relayed, tested NG; SUS Wintu Pumps & Oregon Trail (977); wind, rain;  0720 OregonTrail-LoomisJct cleared to repair ET wire down bet 3/77-79 due to tree failure; 2132 line returned normal; eventID=11748",11748,RM-2015-075,976,976,"124,626",0.0002,0.023,128,"5,446,629",NA,NA,No
NORTH,60,ETL.6220,60010,BRIDGEVILLE-GARBERVILLE,0; 105; 120,016/000-001,Non-HFTD,2015,12/13/2015 05:26,YES,No,NO,No,38:29,12/14/2015 19:55,Tree,Tree failure,"Relayed, tested NG; SUS Fruitland (1,129) & FtSeward (105); wind, rain; tree across 3 phases bet poles 16/0-1",11757,HM-2015-039,"1,234",373,"80,941",0.0001,0.015,217,"5,446,629",NA,NA,No
SOUTH,60,ETL.6710,60064,DEL MONTE-VIEJO,0; 505,A01/025 thru A01/028,Non-HFTD,2015,12/13/2015 17:22,YES,No,NO,No,11:53,12/14/2015 05:15,Tree,Tree failure,"Relayed - DelMonte-Hatton sect of DelMonte-Viejo relayed, tested NG; MOM Hatton (4,275); SUS Monterey Navy Lab; wind, rain; 3 spans of ET wire down bet poles A1/25 thru A1/28 due to tree in line; eventID=11745",11745,ML-2015-036,"4,275",0,0,0.0000,0.000,0,"5,446,629",NA,NA,No
CENTRAL,60,ETL.8420,60368,CONTRA COSTA-BALFOUR,0,001/030,Non-HFTD,2015,12/15/2015 08:27,No,No,NO,No,24:05,12/16/2015 08:32,External Contact,Car pole,"Relayed, tested NG; MOM Balfour; SUS Marsh & Briones; weather wind; 1429 CoCo-DuPontJct cleared to repair ET wire down & replace pole 1/30 due to carpole; 12/16/15, 0832 line returned normal; eventID=11756",11756,PS-2015-032,810,0,0,0.0000,0.000,0,"5,446,629",NA,NA,No
NORTH,60,ETL.6920,60087,GLENN #1,0,002/047,Non-HFTD,2015,12/22/2015 01:07,No,No,NO,No,11:46,12/22/2015 12:53,External Contact,Car pole,"Relayed, tested NG; SUS Elk Creek (922, 71,916), Stoney Gorge & Willows ""A"" (3,178, 244,706); rain; car pole at 2/47, ET Wire Down; eventID=11766",11766,TM-2015-088,"4,100","4,100","315,622",0.0008,0.058,77,"5,446,629",NA,NA,No
